"source","target"
136227,133197
136275,151829
136321,103716
136404,87179
136439,120209
136471,130188
118280,
118293,
118370,119622
118440,71051
118618,101341
118734,113013
118865,90434
118358,128599
118566,137835
118695,95375
115441,107466
115472,100458
115617,114213
115889,99239
115986,125244
116328,93402
135260,116885
135267,97557
135284,140872
135406,124001
135501,117346
135603,140145
93694,125044
94258,112444
129066,132003
129084,90872
129133,100216
129197,124884
129245,127376
129360,133173
129367,119837
129396,55975
129329,110999
129358,92252
129431,97350
129464,133627
129547,108975
129550,93137
129618,78156
129621,154782
129635,89614
129738,119397
129759,87555
129820,131057
129859,111326
129905,140027
129921,68077
130047,129841
133988,128742
134033,125615
134109,120075
134147,96933
134206,128610
134301,129605
134304,127756
134367,104780
134428,111252
110920,76928
110938,91233
110963,85713
111102,105324
111150,140166
111220,110790
111263,126683
111281,90436
111292,128312
111349,109889
111350,102009
111425,106387
111440,84955
119255,134786
119394,141086
119397,153988
119635,139985
119639,124760
119733,122850
119826,126291
120045,96804
120106,122559
133766,95606
133833,122478
133848,100140
133920,120901
133977,93224
133990,92289
134073,95881
134108,120787
134124,138270
134168,
129476,107503
129480,126258
129563,98226
129611,46100
129757,102217
129765,137567
129879,129331
129936,138440
94777,95821
95166,139246
95304,153818
95345,97108
95392,85713
95418,109899
95483,108256
95577,85433
136509,132420
136560,97277
136573,94017
136614,151287
136644,135315
136691,121668
136738,110068
136818,150074
136836,100342
135620,107494
135637,104780
135656,106013
135719,70487
135739,85369
135792,154755
136043,153310
136201,133572
136217,83031
136261,105062
123177,123214
123214,125615
123289,68446
123398,107394
123460,153230
123471,133977
123573,115990
123617,151934
123677,90801
123687,95401
123857,72692
123937,129303
123962,110355
124012,150141
124348,97553
118748,127010
118781,111260
119035,105612
119047,90362
119075,77240
119218,125244
119424,109399
130091,128602
130097,111019
130230,96587
130303,108163
116342,115469
116366,111337
116417,97804
116653,92057
116717,97924
116745,118946
116847,124637
117097,112876
117109,123873
117342,94412
134180,124773
134227,124884
134327,139246
134391,107394
134466,69123
134517,95486
119640,89053
119848,121822
119947,138432
120048,101844
120105,132468
120151,110389
120263,121192
120288,127010
120401,140249
120795,96395
120872,91987
120893,101320
120901,77019
120964,129331
111560,97924
111633,114081
111692,100027
111759,127642
111767,112466
111827,92279
111850,105383
134437,137217
134645,85953
134692,136836
134702,99398
134928,137965
134937,69123
136451,124884
136493,87179
136610,101980
136648,93245
136680,107568
136695,90574
136705,116419
136214,152354
136226,133540
136422,100463
136432,105372
136478,110151
119436,150798
119450,52592
119647,86327
120100,127010
124404,95606
124487,106488
124549,117918
124567,127832
124633,136574
124674,115560
124809,97553
124884,132445
124940,123537
124974,135317
137033,112795
137147,153730
137185,126258
129943,130479
130026,129032
130038,107503
130060,102198
130152,141075
130277,122732
130294,90882
130316,46464
130331,150238
130338,119257
130357,129897
117987,128432
118328,101351
120748,134700
121033,126099
121044,136110
95665,129577
95808,122968
95895,90545
96017,89053
96129,154755
96270,109262
96380,126952
134639,117570
134759,132213
134911,129466
134931,131129
134970,124940
130477,89983
130502,124222
130714,94017
130743,110151
130764,97433
130935,137558
136841,61208
137076,134700
137126,117888
137151,117908
100830,110151
101186,99503
101275,105217
101495,87116
101728,73138
101807,129426
137370,140966
137615,105802
137678,127559
111943,113395
111960,121108
112217,125815
112267,112009
112296,97239
112528,138440
112575,130317
113058,91365
121127,110999
121156,123593
121374,99443
121817,137817
135167,96163
135169,126099
135233,128271
135258,93987
135324,87179
135336,100093
135351,96288
125101,120621
125198,121092
125272,138835
125281,123814
125298,124806
125331,94934
125364,111754
125469,102198
125475,124560
125708,125235
125719,93402
120741,136152
120828,113395
120911,128432
120996,94778
120999,127667
121013,99384
96423,108949
96469,122934
96546,131129
96746,100299
96886,98359
96961,68077
97433,91975
136502,150346
136557,135350
136578,94107
136605,131057
136639,90436
136752,106010
136804,98599
136813,128352
136833,104398
136845,116311
136873,96215
135128,91962
135259,98907
135301,76176
135317,87766
135346,101341
135350,98283
135384,123887
135399,150791
130540,77019
130593,127642
137366,105127
137434,78925
137496,120118
137531,102142
137545,90300
137558,154560
118331,94813
118412,95715
118696,123343
118894,96395
118898,119051
118934,109396
119053,94671
119473,123962
131025,102709
131032,107597
131134,133132
131154,135083
131181,113101
135525,87804
135698,122559
135716,112379
135795,79892
135807,131132
135857,96806
121128,121108
121135,86777
121138,83915
121201,83826
121356,102575
121380,95715
121410,113647
121419,131175
121471,106502
121548,127299
121622,108975
102123,128602
102690,150798
102814,92279
102906,127010
113537,108356
113606,93084
113612,138679
113688,123539
113746,154755
113763,127758
113912,112444
114034,65784
114046,151329
114088,126089
114102,109262
135424,93402
135486,73480
135532,115201
135680,113671
135764,111800
121835,120636
121946,93958
97474,138473
97632,83642
97758,95014
97759,99398
97930,88292
98310,123593
98343,140545
98624,91456
98644,104442
98690,128090
125824,120030
126078,127144
126226,154133
126308,150293
126351,136836
135985,89053
136031,109262
136111,118448
136125,93181
136141,133627
136175,153275
136215,105335
136286,94017
137072,108480
137087,153741
137095,133773
137279,85713
137356,106467
137409,105372
137855,135350
137889,125444
121071,102006
121192,91057
121400,83811
121414,117257
121415,
121544,115201
121581,67252
121586,128295
121664,89450
130873,137164
131080,89223
131087,115624
131092,122952
131142,97557
131159,130029
131195,94883
131263,94438
131270,128593
131277,154343
131697,96241
131881,131625
137587,131491
137628,117826
137652,100216
137653,116447
137660,87627
137767,125623
137827,123826
137935,89983
137975,136836
138009,88589
138026,152142
136018,133773
136025,125815
136039,95330
136124,94412
136204,133565
136222,151874
136253,132195
121795,100216
121837,
121859,81832
121943,101868
121967,73396
121970,120636
122418,129935
102991,99398
103167,123616
103304,151360
103333,111252
103363,102198
103375,152435
103547,120787
103578,99344
103592,67262
103620,112680
103663,89061
103769,129467
114178,99443
114309,134786
114788,134154
114865,153257
115013,93294
115205,120872
115244,153730
136298,88281
136417,110363
136436,151430
136446,120209
136490,109526
136552,124271
136582,115913
136589,91207
122568,124560
122570,111973
122883,153818
123036,109798
123390,107199
123468,124760
123502,109222
123629,113575
99002,122532
99058,100475
99076,93137
99185,153467
99344,124273
99353,137874
99361,128069
99433,104403
99451,114188
121822,123164
121834,79893
137418,129897
137502,55955
137541,91585
137553,151410
137570,90319
137602,153539
132003,72624
132140,114997
132165,103128
126516,139093
126595,134108
126614,129338
126695,88469
126739,129071
126857,152632
127082,97495
127123,104782
127290,138881
127308,125146
127320,152434
138109,127497
138158,110068
138193,101725
138273,101401
138289,113409
138457,110207
138462,84396
138338,93084
138453,135083
138549,99443
138566,121877
138685,103803
131393,99398
131402,120291
131438,124335
131460,87232
131490,98934
131497,139425
136297,105217
136319,151322
136426,130047
136583,94885
136649,132942
122613,98457
122882,96615
122919,134091
122934,97755
122958,103310
123026,97495
123199,99239
104196,105733
104299,150638
104359,124233
104442,123346
104587,113468
104784,126601
136698,113002
136729,76835
136846,105087
136849,91164
137071,141180
138494,140166
138726,140099
138730,135902
138739,99443
136665,100475
136726,89411
136732,140075
136817,49544
136913,139985
136994,117257
137064,109526
137094,123537
115466,110377
115529,115990
115553,131057
115646,104443
115836,135350
115870,90801
115924,111326
115957,107167
115990,94943
116211,113004
116279,70857
116311,152740
116361,93402
116561,130946
116669,96804
116720,94671
116778,100475
116896,97163
123931,103716
124273,150638
124506,89869
124712,108150
124720,100216
124760,125615
124838,128408
138803,136696
138818,106010
138883,136801
138953,91437
138993,140860
139089,131173
137844,137567
137916,112379
137924,122559
137963,150346
122836,109222
122850,106607
122906,152435
122921,128723
122931,96316
122992,131402
123012,93911
123043,129755
123056,86620
123091,126134
137179,134222
137359,91585
137477,127904
127430,123051
127436,96437
127480,129932
127502,123935
127516,112009
127529,125819
127580,123616
127604,89983
127832,121192
127869,83581
132420,140075
132545,96538
132613,135792
132725,128169
132807,108632
131620,134894
131687,119836
131729,135083
131830,119838
131893,121548
131894,127299
99986,112413
100010,107690
100041,100458
100113,97758
100140,127667
100232,112009
100320,123593
100426,91238
100475,111397
100588,151717
123476,129393
123580,107591
123612,76377
123900,123014
123932,123962
123960,90443
123993,72688
124031,101341
124135,106010
124166,68203
100613,106607
100985,128432
101115,134154
101149,123826
117158,128396
117225,113409
117239,125235
117355,96279
117552,92972
117624,128708
117689,138948
117716,105057
117826,127756
117914,107503
137611,91453
137811,124012
137868,130533
137873,114198
137948,104323
124901,115889
124944,102467
124965,
125081,105115
125146,91820
125164,114524
125186,111252
125205,103506
125296,104733
125355,133779
125394,98327
125401,110999
125417,127017
125424,121120
128045,135142
128163,94750
128175,118581
128186,121092
128239,105775
128295,110068
128365,131883
123235,91585
123297,132240
123645,86425
123653,137889
123824,116202
123850,123214
123887,150750
123904,104323
123954,104780
124000,107173
124035,138432
124058,120030
105267,91775
105756,91585
105785,107199
105802,93958
105861,90748
106059,106488
106067,102947
106189,120209
132036,126996
132118,128610
132147,120263
132249,132567
132263,124806
139222,126683
139259,67291
119488,86346
119574,127010
119651,105137
119723,77240
119894,124806
120000,98403
120026,78156
120232,103571
120253,100458
138206,85647
138426,95828
138544,126258
138869,113002
138920,140075
138928,91437
139003,92211
139121,136461
139133,136590
139137,
139151,96574
139158,138821
137123,92972
137181,89053
137204,137221
137381,93767
137406,96709
137426,79336
138069,127010
138189,103310
101200,108957
101241,128729
101359,125292
101680,109424
101729,
101748,129577
101843,110389
102162,96523
125578,116152
125615,92413
125783,83826
125911,122968
125924,89981
125978,121432
126038,110151
126061,103319
126086,128593
126237,75762
126269,115901
117963,104230
117999,115201
118179,103036
118371,113101
118539,108219
118896,117950
118990,
119067,87443
119128,110880
132482,127299
138499,97801
138664,127132
139233,109889
139275,95696
139377,97557
139527,114805
128421,117355
128434,154082
128541,63001
128548,126822
128594,108158
128602,106467
128672,154817
128687,140424
128697,93622
128747,125146
128831,133898
124174,139075
124222,150638
124243,112009
124302,97248
124394,128662
124469,124690
124570,150756
124636,63001
124667,102553
124676,121380
124683,117195
124717,102741
138648,99398
138672,127010
138821,139137
138826,106010
138841,73396
138875,129772
138901,139016
138945,121662
139014,126258
139068,136275
139665,126822
139947,105217
139952,120118
139968,136152
120292,123339
120647,103571
120942,92211
121060,107503
121079,
121092,134420
121099,128169
137539,126464
132898,134154
132958,139968
132988,97491
133235,131491
133276,96215
133299,107694
102341,123078
102484,91677
102598,91057
102768,73673
102799,135889
102948,126089
102965,91827
126296,119292
126313,94947
126533,89959
126587,101235
126601,102762
126653,128742
126697,112525
126707,113887
126758,128284
126778,102467
126818,96241
124290,124280
124475,150876
124496,92430
124501,95718
124520,126162
124568,125244
124776,105697
124881,131241
124914,112444
124968,59426
125039,88591
125069,115027
125097,138442
125102,128432
124905,128708
124947,85713
124955,85047
124964,92289
125041,121735
125076,128284
125080,124273
125118,127541
125126,127667
125141,125450
125232,76835
125243,108150
125258,117908
119267,121598
119268,117355
119300,86598
119831,93417
138964,108252
138990,107540
139051,87260
139101,86598
139132,104780
139202,124616
126851,84725
126989,128593
127002,93402
127008,138905
127011,107694
127237,132561
127239,124884
127354,110068
127467,137581
127618,94934
127633,127010
127640,89983
129116,55975
129126,68158
129317,113671
129319,96229
129386,129466
129447,128593
129468,89981
129473,97256
129496,87260
132965,108480
133006,87668
133024,87795
121117,138473
121163,85713
121330,125816
121353,111718
121434,139663
121446,88356
121541,97899
121627,138679
119965,115988
120094,152434
120112,
120114,153759
120149,153420
120625,100629
120630,100216
103169,102717
103284,132003
103541,124301
103665,110638
103808,137874
140078,135254
140081,95718
140157,114198
140219,73676
140254,55986
140295,110999
140333,64132
139078,135336
139106,92229
139207,128453
139212,111800
139484,129632
139492,139425
137893,105087
137920,127535
137940,100458
137967,133898
138121,68158
125288,153895
125360,94037
125383,103310
125446,82805
125634,104461
125690,135849
125710,79723
125733,92057
139669,123370
139670,111019
139775,112465
139783,94943
139796,127010
139891,98551
129584,125903
129623,125101
129642,128312
129744,140872
129772,101766
129926,103207
129935,133572
127667,150517
127680,89983
127848,140136
127890,115624
128033,84514
128237,91775
139680,107568
139767,134091
139771,129331
139803,140669
139814,129197
125967,124637
125987,153513
126095,110151
126148,94858
126163,120846
126280,91583
126316,91016
126342,97707
125185,121807
125254,123593
125356,127756
125400,124667
125638,92030
125694,94754
125722,134091
125776,75794
139388,121662
139511,112739
139658,134786
139666,128422
139681,152506
140387,153743
140472,124481
140631,93199
140658,134786
107173,136152
107399,112444
107482,97495
107486,126099
107545,97707
107568,81520
121757,138692
121774,119622
121815,136666
121855,128501
122088,135142
122243,108000
130043,153286
130085,123289
130095,134879
130132,138457
130153,88634
130166,126237
130195,117355
130234,111977
133147,107503
133158,85758
133218,119826
133250,97553
133318,127010
133410,121120
133419,119647
133538,101708
133541,129051
128321,102467
128323,96233
128408,139114
128482,128593
128494,103605
128519,51602
128520,123873
128700,109396
103999,124542
104016,151982
104227,124805
104361,104468
104468,115659
104642,152142
138291,135176
138327,131213
138331,81832
138350,126854
138387,130950
138433,100714
138557,120507
138655,96132
138699,150238
139956,139239
139986,113558
139999,116373
140005,127144
140101,88737
140143,109798
140281,113395
120749,76377
121040,83581
121107,132987
121411,83778
133552,128593
133597,125244
133608,105127
133633,133915
133650,133649
126017,95718
126122,117570
126186,90749
126190,85047
126227,140545
126450,118865
126571,153286
126586,137393
139781,86898
139828,124271
139857,125126
139974,110649
140120,128352
140163,102560
104880,123914
104955,105487
105057,120621
105062,127073
105142,119458
105282,132183
105467,95064
130449,150750
130517,94885
130523,154350
130641,94883
130695,98538
128976,137581
129099,117257
129231,98934
133665,152434
133686,153523
133784,123873
133795,111019
133835,103528
133889,114081
140224,89959
140267,136590
140419,150100
139960,107235
139977,137393
139995,139783
140075,136801
140093,89064
140105,81330
140135,93224
140153,82970
140174,120263
140179,128189
140319,95776
126372,117195
126684,128593
126736,109449
126764,121879
126817,133727
126957,127118
126983,75415
126996,89614
138820,126134
138876,130151
138892,119218
138936,129280
138954,87260
139069,70294
140313,138442
140326,93987
140384,152740
140416,109798
140426,106663
133720,104796
133772,98721
133839,105467
133842,68430
133892,127436
133969,151874
133996,117888
134096,99398
122626,106010
122705,110105
122732,130151
122861,67262
122909,103117
122926,86663
122947,107466
122968,100093
123009,110880
123062,138459
123099,132942
126801,139142
126854,129395
126941,150517
127003,100771
127014,106687
127160,106687
127236,117950
127273,124166
127355,93224
107756,137393
107892,92074
108035,99398
108103,127010
108321,133627
108395,99133
108681,122997
108842,96395
121450,115201
121780,136836
140615,151419
140639,123051
140595,66297
140641,127945
129403,127010
129466,154133
129485,103604
129573,120003
129654,150308
129761,88157
130708,131203
130718,120942
130789,100372
131006,93224
131029,75170
131057,113804
127066,93698
127085,115469
127158,108356
127297,124773
127349,121598
127466,108352
127533,79892
127587,154560
127637,89983
127651,116851
108956,112525
109023,114333
109040,107503
109057,153230
109346,79790
109368,104227
110024,102560
110097,106080
110355,107466
129831,116447
129867,60379
129875,124616
129889,128422
130029,128747
130033,113004
130077,101504
130128,125459
133971,115563
134080,127642
134099,84396
134146,108150
134222,121772
127731,81838
127790,105057
127797,127144
127876,119772
127904,154777
127933,110999
128068,128069
128238,133157
123173,129932
123183,129331
123201,124122
123328,109222
123343,107494
123348,66380
123397,120007
123584,136587
123616,88198
123672,105923
123690,126333
105696,70487
105721,122913
105738,84885
105888,105127
105890,123546
105893,123007
106200,96163
140321,91164
140408,102560
140479,104703
140534,130950
140584,67262
140585,140545
140599,128090
139190,123485
139251,76928
139267,117950
139389,94778
134208,113309
134216,125356
134246,84885
134395,107394
134448,127010
127380,121735
127400,126333
127411,151289
127458,108492
127462,128495
127560,133737
127583,89983
127617,107503
127735,130365
127750,96736
127900,67252
128352,91057
128441,154343
128465,107161
128491,134473
128506,97121
128560,110151
128569,117221
128610,133625
128706,84919
128838,28077
122518,120865
122532,140869
122540,115030
122550,127559
122638,123684
122907,109222
123097,124335
123181,125369
123252,134108
123346,153743
123547,127401
123615,129867
130179,127927
130188,101766
130232,119723
130292,105796
130298,136836
130312,126956
130321,101783
130340,82955
131156,128345
131173,110355
131208,68445
131249,92982
131257,105142
131389,89223
131512,66297
134698,109424
134855,121960
134365,113002
134420,124222
134461,101708
134473,125615
134500,115774
134662,91207
123915,120003
124004,114262
124021,94027
124186,140966
124239,113208
124407,152434
124637,109863
124693,150791
124698,134304
124763,154082
124773,75691
124902,126215
125190,98744
125201,124278
139793,135176
139851,95696
140071,122732
140162,56888
140166,133572
106284,95609
106387,86777
106588,126162
106688,
106771,125444
107052,138292
107118,98731
128015,154310
128072,120003
128079,137965
128179,107114
128213,96985
128241,133137
128279,121013
128294,93195
128314,134473
128409,152778
128459,89450
128476,124271
128495,130174
128518,95606
128539,91559
129002,124901
129051,54900
129085,102690
129229,126331
129287,111326
129404,112009
129448,125236
129455,114620
129605,104871
134926,127132
110377,153988
110378,121443
110551,109424
110687,133627
110770,99013
110790,110252
123680,85300
123823,82873
123912,96229
124034,153420
124143,115990
124191,106010
124198,120757
124201,127010
130628,103191
130716,131173
130745,151874
130750,102589
130761,127618
130783,54900
131540,132213
131557,122968
131616,151870
131794,105467
131860,81520
125244,127428
125250,115988
125292,115808
125413,55955
125459,125146
125468,94778
125484,125244
125644,113780
125683,91775
129634,124506
129657,96804
129808,126338
130048,104398
130068,125126
130109,106687
107369,95486
107481,106387
107503,98283
107751,129632
107765,113013
107968,134104
108015,137477
108266,105612
108280,96270
108292,150141
108375,101828
108467,122732
108507,130232
108679,102762
108991,121014
109203,95023
109394,103671
109542,74009
132243,86620
132253,128090
132314,113671
132466,121432
132473,93224
111551,63406
111587,124805
111962,119433
112009,139492
112231,90436
112343,46351
134888,97557
134913,95821
135051,122968
135156,91560
140277,132213
140298,125193
140411,124637
140667,66297
135390,131491
135472,123339
135673,89053
135675,93224
135730,150941
135748,110105
130875,91959
130877,101235
130900,128189
130982,81169
131093,86059
131132,102553
131213,46351
131260,100171
128741,111019
128742,77138
129175,135354
129283,116211
125906,91238
125984,104443
126012,55975
126075,113395
126102,81330
126118,125474
126162,136631
126281,123540
126288,125126
126472,76390
126543,110999
130112,110068
130205,98457
130225,136738
130304,131203
130322,98608
130365,137954
130497,127010
130532,112444
131391,129466
131406,72692
131476,140669
112472,124902
112535,136074
112688,118174
112689,113084
113006,117570
113101,133047
113329,91975
113395,95014
113511,92753
124336,93767
124665,93224
124691,123214
124771,115594
124781,135162
124824,115913
124862,128422
124939,122478
132542,
132611,124520
132629,97248
132657,128312
132805,127497
126683,99344
126826,69123
126968,116393
126992,130188
127010,88159
127029,128408
127137,92279
127288,132530
131802,135176
131834,112795
131878,127060
131883,129897
135168,95759
135315,124329
135323,91853
135402,112444
130678,91959
130713,117346
130736,115901
130872,91560
130939,133048
130986,106387
131019,111633
131049,97557
135907,153759
136051,91246
136079,105263
136096,117257
136250,102487
129338,130975
129427,150238
129451,87627
129486,100893
129499,107503
129546,96256
129574,129946
129617,101504
129622,109889
109852,128525
110096,70857
110144,153467
110199,63254
110563,94117
110724,137922
110727,101814
110783,102006
110805,111618
110981,110512
131166,66347
131271,128838
131370,130950
131444,110105
131563,115889
113572,79723
113573,70857
113765,63001
114035,68446
114141,97553
114202,105127
114211,102965
114314,123485
114752,139666
114858,128495
135696,132195
135746,97121
135808,75279
135819,124280
135910,130188
135994,153539
136068,115631
136074,130174
136103,151138
136112,97801
136126,108295
132896,108480
133034,108252
133113,129245
133138,91775
133148,133915
136368,140333
136372,132213
136405,121662
136487,91987
136536,127132
136542,83581
136572,90545
136590,137164
136633,103036
127328,75500
127369,127191
127376,79640
127444,102531
127540,70294
127595,89983
127606,100458
127825,112009
127930,104443
125173,130657
125242,97495
125282,104160
125415,129303
125450,95821
125691,135336
125711,105142
125713,93224
125752,137567
115032,115030
115272,91962
115452,102717
115473,89983
115648,136560
115660,85647
116047,151870
116199,102863
132113,102844
132115,112051
132210,107394
132509,122744
129760,94754
129849,131127
129878,96806
129891,128422
129932,87290
133587,130151
133595,105434
133654,108264
133730,91959
133767,104558
133898,82004
136150,114752
136159,135792
136216,90391
136220,39934
136292,118174
136317,113917
136416,110363
131715,150100
131731,102531
131810,128345
131854,99398
132073,125385
132135,96929
132177,124336
132180,150941
132189,121443
132286,119837
132428,124481
128060,127073
128093,103191
128182,103288
128201,119450
128230,129781
128231,126015
128271,75762
128289,87232
128333,94891
128413,118581
128454,129781
128468,77240
136737,138237
136739,134786
136745,140166
136819,100140
136842,124901
132661,82826
132673,133835
132682,100006
132696,131127
132799,129632
132812,95375
132825,115990
132841,121107
133048,127306
133086,140485
137034,132431
137041,114102
137119,140120
137184,96806
111240,124902
111241,133649
111325,104547
111362,128312
111371,152435
111455,109406
111566,120093
111621,100266
116510,85300
116654,100006
116709,110151
116775,101165
117070,97256
117098,123593
117110,115509
117170,150238
117218,121960
117243,115563
133125,130047
133280,132213
133336,132298
133459,96690
130011,96569
130034,86777
130064,86687
130089,133285
130098,92279
130135,102531
130201,118581
130335,130317
125932,130207
126001,127144
126169,78031
126209,99443
126263,152989
126274,104403
126340,96523
137544,128189
137612,89053
137665,128069
137773,112525
137787,103671
137796,132327
132562,109272
132575,122850
132637,85758
132648,87064
132664,91456
132712,110105
132902,140424
132910,101711
133915,98343
133998,139986
134070,140310
134107,101980
134228,101235
134306,135142
130587,111326
130590,103310
130646,62827
130692,111712
133625,90141
133737,133836
133904,80659
128490,38018
128559,77493
128611,134786
128673,118183
128826,127402
128830,127308
128940,124760
129024,100769
129098,97769
129129,90332
117333,139231
117488,111303
117533,110132
117568,130463
117570,93447
117743,128069
117810,107494
117980,75762
117983,103036
111724,100458
111993,128182
112185,98731
112321,131127
112341,100458
112374,129932
112649,108827
136474,132183
136482,119772
136562,115452
136663,116202
136666,102992
136696,139666
136720,138822
136807,110270
137905,107591
138070,110999
138216,129338
138274,95606
134516,119837
134592,124806
134670,112444
130765,99329
130778,90434
130876,111337
130932,67262
131035,128495
131045,108975
131074,105057
131169,115594
131203,150140
131227,127010
131405,103605
131440,140865
131550,87668
131608,119397
131610,124812
118183,134420
118335,108506
118343,
118415,95718
118473,92627
118699,124641
118726,108506
118769,113305
118917,150998
118988,76390
119066,135354
126805,154755
126815,96865
126821,129467
126978,122496
127033,110361
127093,92252
127309,139986
132912,117019
133001,136572
133132,105834
133176,108280
133194,85412
133211,103303
134694,150848
134700,91668
134751,121548
134902,125389
134919,114776
135101,104780
135120,66297
129199,108827
129201,137954
129228,98208
129288,111977
129375,105335
129462,113147
129482,87627
129613,118328
137011,132523
137199,91820
137217,100130
133991,86327
134003,93224
134086,128545
134091,127436
134123,95339
134154,79356
134273,136574
134338,128708
127358,92279
127421,133915
127470,92037
127586,153507
127763,135350
127823,87290
127852,129237
127912,102241
127915,136334
138354,75675
138407,129935
138437,132213
138473,101320
138553,132213
138694,85606
128076,105057
128312,125615
128405,92279
128636,125101
128661,114198
128707,96279
128907,150140
112750,109680
113008,106387
113046,114620
113176,117355
113179,98196
113208,75691
113438,105697
113575,115659
113641,153759
113707,105923
133335,130317
133392,151889
133417,151197
133529,110355
133562,153539
133622,117791
133631,96288
133667,115988
133734,98599
131636,152819
131711,134108
131722,110105
131795,122478
131880,89981
119122,122526
119440,91445
119772,99200
137476,113558
137501,129943
137519,102487
137557,119433
137588,113339
137607,130317
137610,130533
137658,151982
129658,107790
129751,113917
129755,119458
129786,132522
129845,97121
129874,134473
129913,82970
130024,108827
130059,125146
138713,123593
138804,131127
138884,105087
138895,150318
138903,85606
138918,138920
138921,140645
138929,92305
128967,122934
128970,126952
129033,84396
129091,125903
129127,96587
129242,108158
129298,119397
129460,108480
129495,126291
129579,125101
133770,130281
133797,150848
133805,111757
133830,125819
133909,102465
134051,87179
137765,63001
137837,131440
137874,100372
137925,130095
137927,112009
137985,105684
137991,123826
137998,94858
138008,100076
138018,93145
138036,128495
135239,135317
135243,88281
135245,89411
135349,123214
135513,110632
134343,133264
134430,124690
134464,122478
134481,111633
134486,110770
134508,73396
134576,73138
134626,114752
134663,84885
134710,95023
130148,90176
130167,86663
130189,120872
130213,102965
130355,94868
130458,51602
113780,150521
113843,69123
113879,105199
113924,96933
113933,151870
114053,129605
114073,129632
114226,82873
114333,80519
114567,81531
114776,98463
120110,110377
120207,134879
120577,127146
120627,112739
120827,105775
120988,126089
121014,111265
121116,51602
121130,113208
121540,90872
121564,81081
121634,108480
121668,114376
121669,97121
134214,90319
134276,137817
134344,73676
134451,128599
134585,136836
139017,139016
139049,95296
139077,132420
139110,140249
139126,123593
139142,139128
139164,150856
139200,120872
139223,135336
139374,135315
139401,106467
138103,117826
138425,91827
132056,130950
132112,130479
132168,104449
132173,134657
132215,115469
132252,127499
132305,76835
132363,153230
132423,120893
132438,124806
132456,119622
132494,76377
132508,112185
132512,123826
135523,92030
135671,112009
135765,85713
135828,135603
135835,137624
114822,113305
115053,108000
115164,97801
115313,138432
115683,116152
115783,137393
129840,97131
129854,117355
129909,125101
129925,91207
130016,130499
130057,120872
130093,111621
130133,125615
134696,93402
134924,106387
135077,76390
135079,124542
135092,87627
135904,122947
135913,89053
135953,137922
135987,129946
136016,106297
136173,117950
136254,136738
136268,134051
136415,95718
134783,100089
135086,132561
135127,128610
135176,153743
138445,138442
138465,99398
138674,120075
138725,121548
138825,122559
138845,93987
130522,151289
130549,127010
130673,107173
130725,132567
130961,133250
130972,128312
130987,101868
139423,140669
139489,130499
139642,152434
139679,136911
130197,125272
130235,135142
130347,153257
130368,151872
130440,124469
116305,153759
116587,131127
116769,79641
116836,110252
116857,94947
116908,
117050,107881
117108,75500
117112,89959
117244,91853
135154,55917
135282,130479
135305,141225
135395,96933
121809,100216
121977,120010
122256,130950
132548,121192
132649,150941
132665,128189
132713,140310
139059,95606
139063,124280
139086,127010
139150,139142
139203,113002
139240,131170
139246,137954
139255,140136
139282,103067
135286,95759
135405,73676
135488,85758
135618,83778
135667,112444
139792,140692
139890,107790
140024,120872
140099,94083
140102,153236
140117,132942
140126,89983
140142,94349
130706,123343
130931,134473
130936,128169
130975,109966
130990,130207
132989,93084
133002,105127
133118,129946
133166,130463
133197,126169
133257,94885
133416,113348
133553,105192
135482,124542
135539,94777
135774,117623
135791,125484
135830,135603
135849,121662
135853,115201
135882,127730
136461,140272
136544,93224
136574,93224
136584,106502
136660,123014
136734,122913
136735,88469
136806,112068
135697,134786
135743,110105
136041,130502
136097,151165
131079,110132
131103,101711
131171,94536
131207,125800
131241,112524
140158,106771
140183,129935
140284,128189
140310,68446
140421,92252
140471,105427
140542,132420
140629,113647
140652,133285
139671,124690
139766,100140
131014,131807
131069,66297
131090,115889
131140,97557
131184,118183
131187,93181
131279,107677
131383,97769
131417,126258
131466,140947
117532,91888
117736,123887
117742,129495
117796,123540
117849,127010
117890,127010
117927,109424
118087,109863
122481,127010
122496,133572
122497,105199
122736,132942
122743,128494
122855,119603
122911,124301
122943,85713
123078,151872
131499,151874
131513,113208
131642,109244
132060,87290
132126,118183
132164,153818
132197,124271
132227,125819
133621,67262
133649,113004
133746,134222
133798,133779
133829,101783
133843,87668
133895,102898
140657,105802
140675,135083
140681,135083
136240,131465
136481,119622
136486,110151
136646,113305
131426,112343
131629,127299
131672,66297
131745,130876
136008,138440
136082,139093
136145,134286
136146,103506
136277,127060
136288,112009
136911,68446
137027,136696
137115,122526
137144,128111
137172,125987
137180,56417
137216,136103
139837,89539
139864,124481
139883,128599
139888,125272
139900,129755
139911,86425
140023,134091
140164,56888
140198,
118174,112051
118192,113647
118227,119397
118239,119397
118333,115659
118916,96933
119365,98403
119407,132183
119413,121807
132265,117910
132379,107540
132452,110151
132490,98550
132521,123937
132558,121960
123218,135176
123324,92244
123485,129787
123657,118946
123848,100145
123911,111770
123940,120010
124038,124667
124041,132183
124157,113575
124193,103299
124267,97049
124325,87787
136707,125903
136710,94858
136750,106010
136774,104547
136852,135779
136984,78845
137070,114188
137153,138473
