"source","target"
100257,74009
100355,107503
92205,128189
92501,113155
92616,107394
92640,111618
92779,100771
92845,96709
93293,137393
124332,124280
124650,100027
124669,94883
124690,130657
124780,125060
91668,88165
91747,100266
91852,92215
91859,94591
92056,90089
92067,112444
92272,126854
92411,153743
92627,108975
92643,90436
123826,151165
123881,110361
123914,114805
124160,151301
124280,111265
124292,95821
124542,91777
88589,104299
89061,94735
89411,98637
89554,109335
98375,151982
98736,124520
99300,115201
99557,121014
123877,110105
123902,97426
123919,127144
123934,130133
123956,99239
123995,97804
124150,125080
124210,90562
124215,107394
124295,140166
124326,126128
124355,103303
114671,105434
114836,124273
115016,130657
115201,99200
115486,98463
115551,108506
115563,91827
115670,134154
81832,128182
83380,92057
120075,98599
120154,123546
120238,97755
120884,104952
93663,111717
93766,99184
93999,68445
94029,98744
94166,116211
94423,83642
94446,134700
124623,103571
124627,133977
124658,127823
124790,103547
124802,120757
124982,88166
101290,139425
101401,100093
101471,150386
101766,107176
102015,104758
102027,127153
102143,97284
102212,101341
102245,119622
92828,86598
92844,109424
93611,88469
93666,129303
94117,125283
94186,93269
121972,109406
122067,105802
122461,127159
122590,120507
90089,150798
90300,100266
90391,86346
90484,125816
90545,126271
90861,133889
91052,131241
91280,107164
91437,98563
91559,111265
91606,111326
91614,115772
83677,86059
116142,102467
116348,135162
116441,151874
116853,91962
117016,108827
117019,112680
117075,124001
117104,134338
117320,151419
117336,114202
117340,96411
125171,114620
125326,133835
125382,115027
125389,127618
125444,68542
124507,91453
124595,83831
124700,92279
124721,109335
124761,85300
124778,114081
124812,136696
124850,131129
124916,98744
125043,121735
125067,151874
115807,140918
115948,88589
115955,121970
116190,84919
116276,79336
116403,126601
116446,121380
116645,111599
116782,96411
125131,129946
125193,101930
125234,115774
125313,129635
125337,153420
125369,124122
125385,109833
100087,46464
100295,90287
100332,129632
100368,153759
63939,55975
63977,105324
83831,100093
84756,126230
84967,113468
85436,66347
85585,131132
120978,120003
120981,108017
121032,93855
121085,114262
121087,119647
121132,153257
121164,127010
121354,114261
121399,83811
121443,140262
94528,121970
94734,124280
94863,126333
94934,54900
94947,89539
95424,153257
95481,98637
122837,109222
122982,93767
123021,129805
123055,117359
123254,124193
123376,119397
123487,134786
123540,129886
85691,102727
85702,110979
86776,85606
102525,133044
102844,153467
102861,88213
102950,74009
103070,100385
103097,115594
103117,124336
117541,99398
117664,106687
117746,97758
117792,125819
117854,93175
117936,119397
118166,114188
118256,154082
94392,96804
94429,130499
94629,
95023,46968
95126,128352
125099,140249
125120,108158
125165,153259
125206,
125395,123206
125441,120855
125654,92057
125679,98202
125774,112068
125804,124901
125671,61208
125684,103604
125703,124335
125735,76390
125792,97239
125950,116447
126045,127010
126068,154310
91940,113339
92121,150346
92174,134327
92408,81533
92430,51602
92505,112185
125739,117257
125751,123914
125768,127642
125800,138692
125921,92298
125977,78031
126085,116393
100892,91233
101006,127599
101130,112009
101236,123537
101246,110979
101317,106467
101658,92972
121756,113395
121773,125060
121829,
122085,90391
122089,112009
122115,99185
87265,105115
87555,121772
87668,137381
87684,63406
95543,88469
95715,125640
95899,153286
96241,103299
96279,103054
96428,83581
116898,129331
117038,86598
117053,88589
117118,126258
117195,57209
117227,140027
117315,124725
117501,94671
117538,152435
117749,90089
126099,110207
126184,123206
126215,154755
126230,87179
126241,118183
126258,152220
126457,86327
126462,132540
126489,107568
126620,126956
126662,110990
126823,117950
126841,113731
126859,119622
118326,123201
118498,124329
118852,129331
119044,84885
119251,153467
119298,121598
119427,109399
119435,119395
119453,126169
119481,110999
119493,104334
95299,123616
95585,91822
95609,103604
95821,94999
95881,68446
96517,96812
103287,103063
103826,104398
104216,126089
104265,95486
104334,90639
104547,100372
104558,98226
104596,98599
123910,151322
123927,94754
123991,114294
124122,150756
124177,129946
124233,151952
124278,121192
124335,92229
124486,123007
126211,115027
126246,73348
126331,89869
126338,105487
126360,122528
126509,
126544,113147
85012,119395
85408,88663
85434,130502
85477,113409
85620,96132
85769,137393
85904,107019
125896,128729
125925,150998
126174,108356
126295,109399
126324,94943
126474,130047
126532,85369
96736,91888
96812,135603
96929,105775
97139,124616
97141,122947
97163,91827
97182,119397
97301,112535
97327,112876
97350,124884
97491,94186
97533,97553
92980,94999
93116,140865
93176,150386
93249,124271
93250,108256
101772,95606
101839,132147
101975,83831
102006,113013
102094,131491
102120,150100
102167,103348
118149,101980
118154,94868
118211,99398
118297,128408
118323,113558
118569,110270
118867,126670
88291,91553
88636,150293
122390,100027
122471,92037
122563,105142
122614,98457
122640,
104670,100458
104745,103671
104869,110214
105065,77493
105078,75794
105233,136587
105262,126683
105434,97488
96608,124280
96635,152357
96653,151874
96744,122496
96799,92627
96865,95486
96877,96411
96908,110207
96980,108256
96983,110068
97085,100893
97092,129867
97121,89983
97144,105824
97239,88212
97471,89101
97495,127436
67252,127060
67291,154777
67380,150340
67553,103299
68542,88159
68777,109652
69405,114197
70487,73348
119584,111718
119617,90316
119844,140872
120007,124233
120073,139093
120136,140893
120152,104442
120174,87766
97755,97711
97872,133264
97895,105324
98283,103054
98412,102690
98620,105796
127060,91820
127153,72624
127217,140027
127244,126258
127324,110132
127337,89495
127359,84396
127378,88589
127388,105217
124591,150941
124614,123214
124732,97758
124766,125060
124806,97700
124849,104230
125062,94671
125075,126331
125078,103125
126666,122478
126719,100475
126840,123164
126955,108827
126975,122875
126981,111712
126773,121014
126852,131402
126875,91776
127012,82873
127112,119397
127179,98902
127249,93181
127299,82805
127305,140027
122935,116447
122952,96316
122955,153236
123172,124760
123206,115889
123236,137567
123309,132213
123357,96395
93836,72692
93878,84919
94206,127169
94342,121014
127057,133157
127162,121565
127191,122882
127195,115469
127200,101260
127375,113558
127402,81533
127420,114997
127443,113438
127493,102762
127535,133250
123464,99239
123504,97108
123539,87480
123708,93622
123891,103116
123935,137477
123957,134286
123980,114050
124277,115631
97506,114141
97545,121194
97553,96437
97806,103300
98396,83915
98467,99503
98612,132942
98618,105327
89614,153250
90176,108150
90316,74713
106011,121668
106021,62334
106056,87480
106318,76928
120488,115990
120798,94349
120809,108252
120865,124233
120947,138679
120951,91286
125283,138948
125303,83642
125306,138166
125322,111252
125353,118183
125463,137564
125474,95330
125492,127945
125501,107394
125675,100475
125728,141220
125734,139065
125796,136639
98997,124233
99425,98563
99565,137355
127431,108352
127497,129897
127559,130151
127625,113558
127660,88198
127695,121107
127698,109406
127707,76390
94441,102241
94907,120507
95073,110960
95339,120263
95521,128610
95606,100093
102558,114202
102575,127401
102741,127376
103369,128179
103529,133572
127713,128599
127756,134420
127870,124665
128024,102992
128058,113208
128077,105127
128156,130533
127371,129886
127481,131090
127553,127535
127562,134154
127641,121108
127720,127402
127863,124335
127908,109449
127927,115844
119257,113746
119571,84919
119622,99200
119828,133250
86163,124560
86327,107466
86421,124520
86726,150941
86793,153286
99703,97121
99864,90332
100083,106588
100458,128352
100550,103299
124513,105126
124584,125369
124592,140865
124701,136836
124817,99398
124972,125391
124986,154817
125229,87443
90969,129448
91262,117791
91432,150876
91820,121192
91853,89539
92037,68445
92108,92753
103749,107503
103761,135060
103790,46351
104004,126089
104283,105175
104449,46351
104563,68542
72209,84725
72610,120093
106451,100565
106607,96437
106765,153420
107147,137558
107272,123873
125814,105057
125818,130095
125941,66380
125961,125640
125981,127144
126158,110990
126179,102598
126214,103117
126291,125146
126328,154755
126362,132213
121367,106010
121432,150756
121582,96395
121613,125815
121673,121879
121819,92215
121860,73676
121877,121135
128177,111605
128215,84885
128220,60093
128229,116321
128309,128593
128493,129466
128501,111717
128662,85758
96174,138432
96222,112444
96233,111337
96411,68203
96817,77112
96821,97700
96884,127559
97219,121829
97333,127376
97424,97736
97634,125244
97799,113647
127874,129331
127917,130073
127928,109680
127938,109448
127949,127233
128111,118174
128167,126041
128228,124193
128258,138442
128236,96279
128243,115624
128250,67262
128341,107540
128396,124233
128452,97977
128497,140310
98631,111717
98699,110132
98895,121548
98957,127398
99315,100792
99346,119838
99525,100089
99609,96229
88292,138692
88356,72624
88425,109222
73770,151829
73976,100458
74009,133625
74385,82868
75170,100266
92358,114729
92388,140136
92549,150100
92991,96806
93082,97491
93451,154755
93607,110979
125453,105057
125477,130207
125637,61208
125642,113348
125676,46464
125680,97707
125706,136538
125787,91941
125795,112009
125819,153775
128301,93294
128329,120030
128364,95828
128399,91559
128508,121735
128529,101401
128620,96615
128635,131132
128655,140545
107690,127073
107725,153539
107749,127908
107807,150998
107814,128545
107817,101711
107928,150074
108356,74713
108358,112444
108510,81520
100966,100857
100971,91197
101113,116211
101174,131132
101313,127541
101428,104010
101504,115441
108601,68542
108632,128702
108796,124667
108841,89352
108988,109889
109015,126670
126453,95014
126486,132003
126838,97635
127017,125394
127189,123881
99911,59209
100234,109833
100328,128495
100342,126227
100370,110638
100455,95014
128954,70487
129004,94591
122039,152434
122585,96288
104602,135142
104614,91959
104733,97277
104801,127402
104805,126162
105118,108395
105132,114776
105168,110999
105181,114610
119946,123343
120020,99384
120063,93987
120118,100266
120182,110377
120195,129841
120286,109680
128666,127497
128671,54900
128994,88166
128999,135336
129008,134473
129032,129886
129053,124901
129083,93224
98752,126089
98759,130234
98779,98907
99135,92360
99239,124122
89064,128729
89101,108082
89488,150791
125928,124271
126034,98403
126076,117285
126173,105272
126228,105203
126239,97471
126245,111618
126388,119772
126528,122478
126573,104323
126612,130281
126670,136813
126712,131402
126718,129495
126774,124280
126837,123343
126991,131057
127070,103999
127140,124665
127209,89121
127210,103671
127212,113647
127233,132987
127243,124725
93778,110791
93896,85420
93982,120942
94204,100475
94344,129635
94359,105324
105277,109424
105380,126758
106016,126258
106057,
106060,101828
106069,127010
106317,129426
106335,133892
128691,133889
128701,113409
128708,131878
129039,121182
129071,125615
129092,94858
100792,105684
100893,129867
101110,63001
101165,124222
101320,102512
101350,120093
101387,79775
101525,92980
127353,119837
127383,92362
127428,150638
127664,124806
127685,102465
109255,140802
109276,95014
109469,120075
110062,96328
110157,129071
94681,97471
94835,97924
94854,107897
95053,74009
95117,112444
129377,125819
129421,87179
129481,103604
129580,120003
129659,93911
129780,123826
101614,90316
101647,118865
101783,137199
101800,103300
101996,103288
102198,112444
102217,97488
122932,129237
122954,113498
123034,110068
123064,103671
129203,129228
129309,128741
129425,105217
129463,46351
129471,112466
129548,137393
99533,124667
99548,124280
99621,103327
99628,115201
99637,131127
100089,119962
100131,45072
75791,103615
76928,150756
89852,128408
90404,132003
90410,121014
90442,107897
90507,74009
90524,93987
90562,94536
90655,125481
95367,125640
95498,98327
95594,97229
95646,127758
95748,100216
95753,125819
95914,112680
95964,131491
95979,125389
96215,103565
127785,95023
127808,76377
127833,150869
127875,109035
128038,138270
128187,92279
128298,93224
127268,113671
127306,97316
127322,110132
127329,133736
127350,132195
127398,102762
127427,
127463,103999
127507,151717
127541,101930
127642,107790
127671,91775
127678,131129
106711,110014
106960,151091
106983,151322
107040,97495
107161,62334
101633,90436
101840,93137
101967,95609
101974,125661
102142,89614
102487,90434
102553,130174
102727,125244
129194,136801
129241,110632
129296,135603
129392,133779
129543,114837
129554,117355
129602,128671
129607,109399
129628,107790
129632,123937
110632,124233
110666,95426
110825,85713
110914,89983
111002,90391
111337,139251
111429,94868
111448,128702
111618,112524
123311,127010
123326,109222
123370,123369
123559,121807
123658,121432
123663,123078
123814,108150
123837,97248
123873,92516
121357,129929
121545,115844
121768,105467
121847,85713
121879,124712
121966,128453
121971,85047
102549,86425
102591,127832
102818,73138
102912,133915
102988,120093
102993,131132
103300,120263
103458,81832
103525,84885
103571,152220
103596,111757
129821,46100
129914,90287
130215,95759
130246,92056
130317,93451
129551,125126
129620,133915
129655,102101
129758,136277
129858,136666
129930,104703
100258,102947
100415,108000
100517,75715
100545,121032
100605,98336
100886,93084
100990,139663
78501,83831
96288,150340
96398,92753
96568,103169
96569,102198
96800,126128
96868,119827
96910,75500
97131,109571
97178,96294
97284,127428
97444,119962
127858,100027
127860,128593
127886,121565
127945,124542
128047,123346
128344,123537
102819,86797
102867,86425
103067,108256
103122,127233
103372,55955
103448,90362
129644,103506
129803,115201
129811,123616
129836,139075
129870,98208
129897,127904
129938,56888
129946,107790
111721,125385
111782,93250
111851,134420
111944,132613
112040,127493
112061,109680
97736,113746
98444,98637
128403,128593
128509,127010
128593,125615
128631,83581
128682,131129
128705,112185
128729,138692
103615,127060
103640,92279
103699,126271
103771,150340
103824,92279
103994,150941
104053,130365
104270,55975
104317,116885
104403,108975
124040,109889
124053,96229
124271,136275
124294,72692
124301,98202
124515,113647
124537,110790
124641,89061
130324,103125
130495,139986
130530,103327
130767,115563
130036,125101
130046,138692
130223,100171
130233,141140
130293,102217
130313,108141
128395,140947
128470,107568
128477,151091
128498,92037
128524,93082
128538,124725
128605,114776
128617,127660
128674,125369
128685,90882
101221,77493
101260,97700
101304,104461
101330,88292
101490,76390
101609,86777
101636,153895
101738,96229
101747,122968
101804,106467
101961,139666
107984,150856
108021,139835
108163,130151
108236,112413
108274,82970
108319,92982
108345,
108398,93999
108454,103128
108506,81533
124666,94883
124725,89101
124734,113647
124844,84644
124854,101401
124869,150422
124894,85953
124987,152434
125044,125640
125110,75617
125130,79892
99133,133773
99141,96569
99314,104865
99320,110214
99329,75500
99424,81797
99443,95014
99493,107394
104009,91374
104363,98157
104577,92121
104794,71051
128857,116885
128988,154343
128995,92083
129013,118425
129049,112680
129134,97163
129236,89352
129237,137477
129280,87232
130456,105923
130480,115901
130499,153743
130585,97248
130691,134286
131047,75715
131081,134473
131131,102947
131307,128599
112218,100714
112412,151329
112522,108158
112971,128525
112982,133836
113013,121192
128832,112465
128863,117355
128957,105203
128987,93224
129003,124901
129187,85412
129190,123206
129243,128593
130022,121108
130171,119218
130199,136152
130441,110663
102333,114294
102512,92947
102531,98902
104871,102762
105122,107677
105126,110355
105217,98744
105324,74201
108607,123826
108794,113305
108853,100216
109072,113305
109196,129577
109222,110638
109275,154464
109314,150906
125252,135911
125300,125815
125325,150869
125391,136152
125398,113731
125440,92413
125476,94591
125494,128432
125623,98202
125700,90639
122480,94037
122524,125235
122544,124940
122559,100093
122612,107503
122712,121108
122742,98599
122827,138432
130874,95606
130946,88198
131096,120118
131139,97557
131255,106488
131385,89411
131388,117624
131489,122968
131546,131625
91238,88198
91342,121960
91428,108158
91620,98328
91777,128031
91901,110068
91959,88159
92045,89981
92214,97930
92360,128723
99907,134154
100038,107790
100354,111599
100379,116447
100394,129867
100483,100216
100734,104230
100787,151165
100857,101766
100881,131132
100904,154343
131837,135083
131865,103125
129395,76928
129426,105684
129428,96163
129443,104461
129475,134091
129483,77138
129640,150238
129650,125394
129797,151197
129825,95609
105067,105372
105127,141188
105137,110355
105287,103604
105530,105775
106070,56417
106080,59671
106107,96163
105734,107503
105777,90362
105924,151316
106044,94999
106081,140027
106297,72473
106418,118183
106427,108256
107056,126854
107140,108082
107243,117908
107408,78925
130461,107161
130488,95375
130543,76176
130546,46100
130657,125459
130734,97049
130755,93087
130770,117910
113324,95759
113343,96395
113408,93199
113476,151874
113543,151419
113608,121140
113675,110068
113691,95895
113716,134091
102698,89983
102709,79893
102817,121672
102905,136631
103002,134327
103207,132987
103288,141188
103299,98258
103303,103299
103443,92982
103521,64873
103660,72624
103803,109449
129278,88047
129327,136631
129342,117355
129442,78156
129467,72688
129497,75415
129558,81797
129577,103528
129585,112900
129648,129577
125811,105057
125816,97316
126043,127132
126063,
126088,119397
126128,136696
126220,99013
126231,128432
126369,141225
126456,
109359,81838
109552,124725
109925,97108
110001,88292
110021,94117
110057,121598
110130,110563
110186,96395
110625,97758
122844,94671
122899,109406
122900,104230
123046,79723
123101,127010
123220,121970
123229,127667
123475,124760
123510,90362
123554,132468
123556,85579
131399,113305
131442,134327
131799,93224
131833,87804
79649,99565
80519,106387
80521,120030
93181,68203
93245,28077
93266,91962
93556,139065
123613,104547
123830,93766
123853,134473
123941,95023
124161,101504
124329,98336
131901,124520
132266,151874
129865,88166
129877,96328
129894,105775
129896,96985
129931,91959
129942,101504
129945,108260
130012,98599
130080,125235
130087,112444
107520,94117
107539,111182
107706,121108
107941,115030
108077,153420
108082,140120
108328,131127
108380,123826
108464,133152
108480,120107
108493,109996
106355,91962
106362,
106462,100475
106484,119723
106611,131057
106875,89983
106976,96690
107099,94017
107176,114837
107199,110207
130897,98457
130937,93999
130945,121565
130962,109346
131022,135083
131111,97121
131164,128662
129885,91888
129893,99384
129923,125292
130069,98457
132213,154133
132272,131491
132288,150386
132315,116393
132338,113339
132440,101868
132492,111182
132524,100027
104073,91164
104323,124690
104436,128723
104746,127146
104952,91941
105087,110255
105199,102717
105263,90436
105272,111618
105336,97471
105489,131563
105698,127078
105796,104398
105834,91797
114099,69049
114170,124809
114262,129303
114318,134104
114376,124278
114524,89061
114610,126805
114745,102531
114866,96933
114997,125236
115061,127010
126479,137922
126572,99384
126617,129331
126667,78156
126765,91445
126846,120872
126956,124690
126980,131402
127015,150021
127078,151952
81132,107503
81838,114376
124408,105923
124489,96132
124495,129338
124502,113575
124616,124712
124670,105272
124714,96736
124934,138432
124942,153236
124948,136696
131224,135083
131623,125235
131626,83831
131789,120010
131905,129897
132014,130199
130140,151872
130151,141141
130236,115509
130278,92083
101102,102467
101417,121735
101451,97769
101485,
101492,93645
101510,124901
101711,121850
93795,106427
93852,88028
94094,97121
107597,91456
107897,73348
107957,108017
108000,140262
108275,127010
108451,126996
108475,91776
108492,77138
108709,131413
108998,92541
109035,95805
109239,132932
109351,122744
132565,132298
132654,126258
132715,104558
132726,133736
132878,136911
132932,141140
132987,154202
115068,139016
115283,104334
115436,93137
115467,113148
115544,104955
115587,119051
115631,95166
130073,128422
130174,104299
130442,123214
130479,86634
127105,90434
127135,127073
127146,125615
127159,91197
127197,102531
127260,105217
127277,95895
127339,107164
127351,102531
127506,128271
127513,121960
106279,117257
106381,111029
106416,150870
106590,135350
132276,115990
132319,138432
132334,113339
132647,152427
132663,112465
110637,99565
110798,134786
110905,97758
110990,128495
111029,93417
111141,104230
111221,105175
111260,116851
111614,112982
82536,121548
82610,140023
94157,96569
94585,100565
94656,94999
94721,45
94883,127299
102504,103207
102535,131451
102672,126220
102696,100385
103327,153743
103353,152740
103366,132147
103374,93227
130483,89053
130515,129635
130592,121041
130666,123616
130690,105115
130726,94885
130754,102992
108999,115913
109032,124667
109038,98637
109253,136836
109262,139246
109298,113647
109339,115659
109402,131451
109567,137416
106783,79723
106822,128090
107284,75679
107300,63254
107469,89983
107591,93958
107717,98359
109390,126099
109405,115452
109431,94671
109448,97755
109519,113373
109862,105434
109896,136275
109899,110361
109930,150941
109942,134104
109950,103353
109995,102101
110032,100006
116130,128729
116401,97557
116627,121662
116788,61208
132055,115441
132195,119723
132294,125272
132310,119288
132325,129051
132330,
132349,86620
132445,124222
133116,123593
133141,96690
133232,78925
133275,152957
130538,96865
130542,66347
130694,75679
130728,120757
83151,150386
83784,73902
127662,122952
127676,121960
127682,131132
127692,102467
127920,93987
95194,139425
95275,110068
95431,131129
95537,134154
95575,93137
95977,122983
132942,97491
132949,101725
133010,109459
133044,73770
133152,
133173,129395
133182,112413
125042,110999
125103,108506
125105,101401
125121,105217
125144,96437
125294,105612
125346,130533
125388,115469
125426,115988
125443,115469
103797,84955
103979,98359
104148,102198
104219,95609
104381,131491
104398,153286
104571,103547
104796,107176
130950,112051
130959,102538
131001,86687
131088,123485
131141,123546
131254,121194
131264,130317
133530,104442
133634,99398
133694,101317
133773,125146
132464,76928
132518,96690
132555,151874
132585,101868
132668,132147
132675,95696
132678,91776
132705,130232
132722,92541
109669,121014
109947,109889
110191,125080
110699,88774
110883,121140
110946,78925
111142,102905
111222,113168
111375,111303
111377,84919
111726,72692
111954,99398
84660,102531
84725,94813
110076,135902
110150,129245
110169,123343
110194,150941
110298,100212
110394,75794
110573,95023
110621,134786
110896,109272
110977,127354
110996,93958
125678,105203
125738,128599
125953,93084
126041,98550
126050,126758
126192,100444
126204,105087
130865,139986
130878,132229
130941,124012
130992,100027
131033,113468
131037,117888
131089,93224
131155,114050
131160,85758
131243,128182
133298,92362
133319,128495
133418,94750
133442,138166
117262,
117528,103353
117576,99503
117623,115452
117671,94891
117725,45
118278,
107881,112025
108158,108284
108262,122850
108286,130281
108711,118946
111855,89053
112022,103671
112035,114081
112141,150941
112160,112685
112251,129635
112304,133137
112425,115961
112465,79790
112525,98327
112626,118174
112724,94017
131278,135083
131384,107897
131439,153672
131465,82004
131468,117355
131491,138883
111983,109526
111995,69049
112001,150386
112015,112444
112381,97229
112458,101814
112524,126271
112627,114050
112803,98196
132937,111605
133009,114469
133023,102101
105196,103036
105203,133773
105223,113731
105351,113084
131436,116395
131609,109262
131895,105087
111139,108352
111294,107881
111366,129331
111977,86634
112029,115624
112051,99344
112309,94813
112365,107394
112444,152817
112449,114050
112469,127012
112574,93137
112592,124725
112655,56417
112714,137922
112976,89064
133985,66347
134047,85713
134097,99398
134140,112525
134209,99133
134215,86663
134400,104952
134425,124690
112980,114081
113162,113004
113223,92215
113418,62827
113481,115201
113509,59209
113562,86327
113789,153741
128021,115486
128031,131878
128057,103207
128069,138270
128107,75715
128154,126683
128180,107690
128189,68013
128284,109966
128308,124760
128318,92413
128327,117359
128345,132932
128355,107394
118367,93137
118448,118183
118534,111718
118581,110361
118788,86899
118980,97426
119138,107176
119221,111867
119274,150567
119358,127010
119367,129946
119429,106687
126222,126220
126323,
126333,109571
126518,98457
126531,134327
126610,93999
126625,140645
126735,96709
126795,109966
133219,103571
133243,129071
133255,125244
133264,132522
133270,130292
133285,139016
133293,122732
133407,42991
108822,94536
109245,45
109342,134657
109371,132003
109966,104299
133582,130292
133627,126162
133698,111718
133707,102487
133787,107272
133845,106021
133911,138473
113024,127012
113112,105324
113163,154343
113384,113558
113493,108957
113624,108480
113636,153230
113653,127153
113684,132468
113858,137922
113891,75500
114060,124902
85369,74713
85953,126246
86422,55955
105828,126227
105919,128954
105923,75675
105973,120003
105993,46351
106274,106335
132101,86425
132119,134786
132132,105087
132146,79723
132153,121877
132206,127489
132241,121565
132468,152740
86791,106687
86878,123593
87766,98336
87787,140869
96177,128602
96181,87443
96316,128031
96433,125366
96441,91822
96490,97707
96615,154777
96806,125615
114017,124001
114044,126291
114081,115988
114111,140132
114287,93860
114291,60379
114363,133137
114415,128610
114435,45
114456,89184
114509,113438
114824,102538
115022,98055
115107,125640
113043,92627
113084,153467
113456,101844
113508,128741
113601,85606
113620,127078
113646,115986
113800,102905
113867,103327
114018,105372
114041,131491
114077,64132
106745,151717
106801,137199
106808,89061
107041,97121
107164,141188
107724,65784
107732,78925
134432,66030
134484,124280
134539,105434
134728,126822
134925,105327
119738,85713
110119,110999
110495,110132
110562,115030
110746,92980
110791,79790
110880,110207
110902,103327
110982,134786
131747,124665
131801,93224
133568,130533
133571,125126
133641,137557
133703,92121
133714,133779
133727,95339
133753,150941
133837,96229
133887,70294
133976,98456
133972,94934
133989,90287
134017,
134113,132213
134183,121970
134284,125292
134312,108260
134313,55986
134360,130199
126916,98359
126962,107677
127047,84885
127222,128494
127274,98934
127283,114920
127304,98637
127381,121735
127401,151165
127416,131057
127512,129237
127527,126089
127561,128495
114183,88028
114216,100458
114221,98157
114434,114920
114512,106771
114565,103620
114744,153988
114835,81832
114852,131491
114890,127010
114988,127073
96933,124712
96934,153257
97049,139246
97108,93447
97229,87290
97428,153759
97447,101173
97528,113013
114215,95718
114236,97426
114248,131241
114294,66380
114324,131451
114343,150791
114451,150308
114582,114752
114617,152506
114740,130207
114811,113305
115036,93137
115129,93663
115198,119772
115235,54900
115245,92121
132498,94451
132522,137954
132523,94117
132530,95998
132547,77112
132567,90296
132602,128545
132627,106467
132631,107503
132716,102531
107808,103063
107930,121668
107972,124520
108083,115624
108215,110355
108264,99013
115273,134286
115628,102531
115753,135162
115774,97277
115850,88356
115961,154350
115982,97491
134941,101408
135034,128742
135060,119723
135148,154391
135159,105217
135272,103319
135329,112343
135354,123024
134062,129331
134104,92211
134143,100475
134164,104334
134223,107564
134280,153672
134363,91959
111218,108260
111265,90141
111303,111380
111391,105126
111754,103161
120507,106318
120803,83581
120812,94868
120855,93224
121045,112009
121083,93137
121108,105923
121194,85758
132152,101800
132217,134894
132240,99184
132307,42991
132337,135911
132459,79898
132460,123370
132497,124329
132501,103571
132538,56888
134418,135142
134421,101504
134513,90141
134578,104547
134584,108252
134619,117623
134637,151289
134716,120003
134793,66297
134877,91445
115318,97634
115487,104780
115509,114081
115600,86634
115689,120893
115831,111993
88159,98157
88166,121092
88213,91365
88427,109222
89912,97471
89984,88166
89987,100458
90204,90872
97766,78156
97795,93259
97820,127132
98013,151360
98220,127299
98356,111754
98443,86773
98457,94943
108839,127010
108850,64873
109074,109833
132817,94650
132906,109798
132935,125292
132940,120020
132975,98690
133003,56417
133026,129635
133115,83581
133136,128599
133146,123616
116161,74713
116321,67252
116885,73348
116928,115901
117087,105175
127600,121548
127635,67262
127751,112444
127828,115624
127855,93767
127926,128189
128049,130499
121359,132003
121397,125640
121409,91177
121435,139968
121451,120621
121609,126670
121646,133627
121650,103571
135416,84396
135420,106588
135499,98202
135524,127731
135648,90574
135672,112009
135695,135060
115339,126258
115515,102120
115566,125356
115624,141141
115779,45
115811,105733
115913,72624
115939,127832
112208,98608
112234,124233
112261,123369
112476,92121
112492,115201
112647,138432
112983,120093
113002,110255
113065,94441
113155,153467
90411,99565
90446,83831
90541,87795
90656,106335
91147,92215
91242,98624
91459,132003
91556,72473
91557,123051
91604,150798
91992,140310
134414,128408
134462,96132
134596,123206
134786,120107
132646,129228
132660,128090
132680,89053
132695,123593
132826,132540
132830,93224
132991,66380
128427,114050
128489,154343
128525,119603
128535,124280
128606,114752
128618,81081
128625,133173
128727,87064
128865,138408
128878,131203
134889,97557
134993,135317
135151,120209
135160,123078
135174,139231
135215,116851
128337,132567
128432,67262
128453,129841
128545,114081
128598,89539
116134,91453
116147,129635
116202,77441
117206,127010
117213,118788
98727,112025
99013,94231
99191,127376
99398,111397
99725,68158
133237,100565
133520,91775
109240,126766
109271,102198
109449,97711
109680,140384
109790,94349
117230,131451
117347,111577
117922,119723
117988,107173
118086,114202
118148,
118198,137416
118535,135162
117589,98624
117692,125236
117896,111303
117917,123343
118111,135350
118131,130199
118199,
121735,123537
121764,116202
121798,111326
121856,130533
121968,97409
135731,82004
135749,97121
135893,99503
135956,124568
135984,135254
135988,113305
136029,102241
136099,125903
134893,70294
134914,154737
135059,128593
115958,106502
116210,135911
116395,112680
116406,137624
116504,102467
116728,103588
116817,105057
116832,133915
116925,92252
117163,120507
117226,90574
117323,75679
117364,96812
117379,89411
117594,151091
117601,90711
133027,98538
133085,117922
133112,113575
133137,137954
133170,119836
133216,126464
133259,102467
133268,128179
133312,131132
113222,128408
113294,127306
113305,110638
113409,130174
113413,120093
113436,102965
113498,123369
113676,102827
113710,106488
113798,96241
113882,117570
113887,90436
92144,101173
92215,125044
92305,150906
92839,136314
92953,137963
93145,114837
128974,140424
129079,126736
129124,77112
135729,112332
135752,112444
135779,133773
99852,131442
99903,121877
100043,91962
100076,91374
100171,119723
100377,94868
100385,57209
100444,72473
100685,120636
100725,101341
133413,135254
133528,98551
133575,113438
133629,114198
133630,116447
133645,94017
133704,129772
109889,106318
109941,87480
109953,125366
110061,138679
110127,129303
110136,89983
110151,99200
110350,93987
110361,90749
110512,86777
110586,125244
133542,118788
133726,119621
133756,103620
133800,100685
133821,102762
133836,132445
118785,94349
118927,153759
118946,137567
119049,79336
119292,126308
119395,127756
119472,106335
119491,125391
119570,152435
122526,72688
122528,91569
122556,46464
122720,127299
122981,123485
122988,98403
123063,109359
123165,128031
114252,110105
114263,137985
114335,124805
114845,152127
114863,125816
114913,137922
114920,38018
115021,102992
115035,
115043,140023
115184,95718
136129,126338
